contribution_id,member_id,amount,date
C001553,M00323,15000,2023-07-18
C001554,M00324,10000,2023-10-23
C001555,M00324,5000,2023-07-22
C001556,M00324,15000,2023-09-01
C001557,M00324,5000,2023-02-16
C001558,M00325,5000,2023-07-27
C001559,M00325,10000,2023-05-04
C001560,M00325,15000,2023-11-25
C001561,M00325,5000,2023-03-01
C001562,M00325,5000,2024-03-17
C001563,M00325,20000,2023-01-02
C001564,M00325,10000,2023-12-22
C001565,M00325,10000,2023-06-14
C001566,M00326,5000,2024-05-30
C001567,M00326,10000,2023-11-02
C001568,M00326,10000,2024-01-30
C001569,M00327,10000,2024-03-06
C001570,M00327,10000,2023-11-21
C001571,M00327,10000,2023-10-15
C001572,M00327,15000,2023-03-05
C001573,M00327,5000,2024-05-12
C001574,M00327,5000,2023-03-01
C001575,M00327,5000,2023-09-14
C001576,M00327,5000,2023-08-27
C001577,M00327,5000,2023-02-07
C001578,M00328,5000,2024-01-18
C001579,M00328,5000,2023-06-07
C001580,M00329,20000,2023-09-14
C001581,M00329,10000,2024-05-04
C001582,M00329,15000,2023-02-18
C001583,M00329,15000,2023-11-12
C001584,M00329,10000,2024-02-17
C001585,M00329,5000,2023-01-02
C001586,M00330,15000,2024-03-09
C001587,M00330,10000,2023-02-26
C001588,M00330,5000,2023-06-27
C001589,M00330,10000,2023-02-15
C001590,M00331,20000,2024-01-09
C001591,M00331,20000,2023-03-06
C001592,M00331,5000,2023-03-29
C001593,M00332,10000,2024-06-22
C001594,M00332,5000,2023-03-15
C001595,M00332,20000,2023-08-07
C001596,M00332,20000,2024-02-19
C001597,M00333,10000,2023-12-07
C001598,M00333,15000,2023-03-21
C001599,M00334,5000,2023-01-17
C001600,M00334,10000,2023-11-27
C001601,M00334,10000,2024-04-30
C001602,M00334,15000,2023-04-27
C001603,M00334,15000,2023-04-25
C001604,M00334,20000,2023-12-02
C001605,M00335,10000,2024-01-10
C001606,M00335,20000,2023-03-04
C001607,M00335,20000,2024-03-24
C001608,M00335,5000,2024-03-02
C001609,M00336,10000,2024-01-14
C001610,M00336,20000,2023-12-30
C001611,M00336,10000,2024-03-02
C001612,M00336,5000,2023-06-19
C001613,M00336,15000,2023-12-03
C001614,M00337,10000,2023-06-27
C001615,M00337,15000,2023-07-22
C001616,M00337,20000,2024-04-06
C001617,M00337,5000,2024-06-06
C001618,M00337,15000,2024-01-19
C001619,M00338,15000,2024-04-08
C001620,M00338,10000,2023-05-03
C001621,M00338,15000,2023-05-14
C001622,M00338,10000,2023-01-23
C001623,M00339,20000,2023-03-31
C001624,M00339,5000,2023-11-07
C001625,M00339,5000,2023-09-14
C001626,M00339,20000,2024-06-16
C001627,M00339,15000,2023-12-04
C001628,M00340,15000,2023-08-20
C001629,M00340,10000,2023-03-09
C001630,M00341,15000,2023-07-03
C001631,M00341,15000,2023-05-09
C001632,M00341,10000,2024-05-15
C001633,M00341,15000,2024-04-23
C001634,M00341,5000,2024-05-06
C001635,M00342,5000,2024-01-23
C001636,M00342,10000,2024-02-21
C001637,M00342,15000,2023-06-25
C001638,M00342,5000,2024-04-15
C001639,M00343,5000,2023-09-24
C001640,M00343,5000,2024-03-26
C001641,M00343,10000,2023-03-02
C001642,M00343,10000,2023-05-27
C001643,M00343,5000,2023-11-30
C001644,M00343,20000,2023-05-22
C001645,M00344,15000,2023-03-21
C001646,M00344,10000,2023-04-22
C001647,M00344,10000,2024-04-16
C001648,M00344,5000,2024-04-23
C001649,M00344,15000,2024-01-22
C001650,M00344,20000,2024-03-08
C001651,M00344,15000,2024-04-11
C001652,M00345,5000,2023-11-08
C001653,M00345,5000,2023-04-07
C001654,M00345,20000,2023-04-23
C001655,M00345,15000,2024-03-31
C001656,M00345,10000,2023-05-12
C001657,M00345,5000,2023-05-01
C001658,M00345,10000,2024-04-26
C001659,M00345,10000,2023-02-08
C001660,M00345,10000,2024-05-26
C001661,M00345,5000,2023-06-10
C001662,M00346,20000,2023-02-11
C001663,M00346,10000,2023-04-25
C001664,M00346,15000,2023-04-16
C001665,M00346,20000,2024-06-11
C001666,M00346,10000,2024-01-22
C001667,M00346,10000,2024-04-25
C001668,M00347,5000,2023-07-22
C001669,M00347,20000,2024-02-20
C001670,M00347,5000,2024-05-26
C001671,M00347,20000,2023-06-16
C001672,M00348,10000,2023-01-20
C001673,M00348,5000,2024-05-04
C001674,M00348,5000,2023-11-22
C001675,M00348,10000,2023-03-30
C001676,M00349,5000,2024-02-15
C001677,M00349,10000,2023-01-04
C001678,M00349,10000,2024-04-16
C001679,M00349,20000,2023-02-06
C001680,M00349,15000,2023-01-31
C001681,M00349,20000,2024-01-16
C001682,M00349,20000,2023-01-11
C001683,M00350,20000,2023-07-11
C001684,M00350,20000,2024-04-19
C001685,M00350,20000,2024-03-02
C001686,M00350,20000,2023-02-28
C001687,M00350,20000,2023-04-07
C001688,M00350,5000,2023-10-05
C001689,M00351,15000,2024-05-31
C001690,M00351,10000,2023-12-05
C001691,M00351,20000,2024-03-20
C001692,M00351,10000,2024-01-22
C001693,M00351,10000,2023-01-25
C001694,M00351,15000,2023-11-21
C001695,M00351,10000,2023-12-04
C001696,M00352,15000,2024-03-12
C001697,M00352,5000,2024-01-03
C001698,M00352,10000,2023-06-09
C001699,M00352,20000,2023-05-24
C001700,M00352,5000,2023-12-11
C001701,M00352,5000,2023-09-25
C001702,M00353,15000,2023-01-29
C001703,M00353,5000,2023-06-22
C001704,M00353,10000,2023-02-25
C001705,M00353,5000,2023-03-08
C001706,M00353,15000,2023-01-23
C001707,M00354,5000,2024-04-17
C001708,M00354,5000,2023-08-17
C001709,M00354,20000,2023-07-20
C001710,M00355,15000,2023-12-08
C001711,M00355,5000,2023-02-28
C001712,M00356,5000,2024-05-25
C001713,M00356,5000,2023-03-10
C001714,M00356,5000,2023-09-19
C001715,M00356,5000,2023-07-27
C001716,M00356,20000,2023-09-23
C001717,M00357,5000,2023-09-18
C001718,M00357,15000,2024-05-02
C001719,M00357,20000,2024-03-30
C001720,M00357,15000,2023-06-12
C001721,M00357,15000,2023-08-20
C001722,M00357,10000,2023-12-25
C001723,M00357,15000,2023-11-27
C001724,M00357,20000,2024-05-11
C001725,M00358,15000,2023-10-19
C001726,M00358,5000,2023-05-23
C001727,M00358,10000,2023-12-31
C001728,M00358,5000,2023-06-13
C001729,M00359,15000,2023-12-05
C001730,M00359,15000,2024-04-22
C001731,M00359,5000,2023-08-11
C001732,M00359,5000,2023-02-22
C001733,M00359,20000,2024-05-17
C001734,M00360,10000,2023-03-11
C001735,M00360,5000,2023-12-31
C001736,M00360,20000,2023-11-02
C001737,M00361,20000,2023-01-22
C001738,M00362,15000,2023-07-02
C001739,M00362,20000,2023-04-17
C001740,M00362,20000,2023-03-27
C001741,M00363,20000,2024-04-29
C001742,M00363,20000,2023-08-11
C001743,M00363,20000,2023-06-28
C001744,M00363,5000,2024-03-09
C001745,M00363,5000,2024-03-25
C001746,M00363,5000,2024-05-06
C001747,M00363,5000,2024-02-24
C001748,M00363,5000,2023-06-13
C001749,M00364,5000,2024-03-31
C001750,M00364,5000,2023-07-07
C001751,M00364,10000,2024-06-12
C001752,M00364,10000,2023-10-15
C001753,M00364,5000,2024-05-13
C001754,M00364,15000,2023-10-30
C001755,M00364,5000,2024-03-13
C001756,M00365,5000,2023-08-16
C001757,M00365,20000,2024-03-06
C001758,M00365,10000,2024-06-02
C001759,M00365,10000,2023-07-30
C001760,M00365,5000,2023-03-27
C001761,M00365,5000,2023-09-10
C001762,M00365,20000,2024-01-16
C001763,M00365,20000,2023-02-02
C001764,M00365,15000,2023-08-22
C001765,M00366,20000,2024-04-25
C001766,M00366,5000,2023-01-24
C001767,M00366,10000,2024-02-29
C001768,M00366,20000,2023-06-24
C001769,M00366,5000,2023-11-21
C001770,M00367,5000,2024-02-06
C001771,M00367,20000,2023-08-05
C001772,M00367,5000,2023-01-31
C001773,M00367,20000,2023-02-28
C001774,M00367,15000,2023-12-19
C001775,M00367,15000,2024-03-20
C001776,M00368,20000,2023-05-01
C001777,M00368,20000,2023-01-25
C001778,M00368,20000,2023-06-09
C001779,M00368,15000,2023-04-24
C001780,M00368,10000,2024-05-16
C001781,M00368,5000,2023-06-24
C001782,M00368,10000,2023-03-27
C001783,M00368,5000,2023-11-16
C001784,M00369,15000,2023-09-13
C001785,M00369,10000,2023-05-24
C001786,M00369,5000,2024-01-26
C001787,M00369,10000,2023-06-18
C001788,M00370,5000,2023-08-20
C001789,M00370,15000,2024-05-05
C001790,M00370,10000,2024-05-17
C001791,M00370,20000,2024-01-16
C001792,M00370,5000,2024-03-03
C001793,M00371,20000,2023-09-21
C001794,M00371,15000,2024-05-05
C001795,M00371,20000,2023-02-10
C001796,M00371,5000,2023-01-03
C001797,M00371,5000,2023-04-20
C001798,M00372,10000,2024-01-30
C001799,M00372,20000,2023-01-17
C001800,M00372,15000,2023-04-02
C001801,M00372,10000,2023-07-24
C001802,M00373,10000,2023-06-22
C001803,M00373,15000,2023-10-11
C001804,M00373,10000,2024-01-16
C001805,M00373,20000,2024-06-16
C001806,M00373,10000,2023-06-12
C001807,M00373,15000,2023-11-03
C001808,M00373,15000,2023-02-24
C001809,M00374,15000,2024-02-13
C001810,M00374,20000,2023-10-30
C001811,M00374,20000,2023-08-23
C001812,M00375,5000,2023-04-06
C001813,M00375,10000,2024-02-17
C001814,M00375,15000,2024-03-04
C001815,M00376,5000,2023-02-20
C001816,M00376,15000,2023-02-05
C001817,M00376,20000,2024-04-25
C001818,M00376,20000,2023-05-22
C001819,M00377,5000,2023-05-07
C001820,M00377,5000,2023-01-29
C001821,M00377,20000,2024-04-08
C001822,M00377,20000,2023-05-31
C001823,M00378,20000,2023-06-07
C001824,M00378,10000,2024-05-08
C001825,M00378,15000,2023-11-07
C001826,M00378,15000,2024-04-07
C001827,M00379,15000,2023-07-09
C001828,M00379,5000,2024-04-28
C001829,M00379,20000,2024-06-19
C001830,M00379,20000,2024-02-27
C001831,M00379,15000,2023-05-13
C001832,M00380,15000,2023-10-20
C001833,M00380,5000,2023-04-25
C001834,M00381,10000,2024-04-07
C001835,M00381,5000,2023-05-07
C001836,M00381,15000,2023-08-09
C001837,M00381,15000,2023-04-01
C001838,M00381,20000,2023-01-08
C001839,M00381,20000,2024-04-12
C001840,M00382,10000,2023-07-13
C001841,M00382,15000,2023-12-02
C001842,M00382,15000,2023-07-15
C001843,M00382,10000,2023-09-06
C001844,M00382,5000,2023-07-31
C001845,M00382,10000,2024-04-10
C001846,M00382,5000,2023-08-09
C001847,M00382,20000,2023-06-03
C001848,M00383,10000,2024-05-19
C001849,M00383,5000,2023-08-29
C001850,M00383,10000,2023-08-24
C001851,M00383,15000,2023-05-08
C001852,M00383,10000,2023-07-19
C001853,M00384,5000,2023-01-29
C001854,M00384,15000,2023-11-04
C001855,M00384,5000,2023-06-11
C001856,M00384,5000,2023-03-02
C001857,M00384,15000,2024-03-31
C001858,M00385,10000,2024-06-16
C001859,M00385,20000,2023-03-23
C001860,M00385,15000,2024-06-05
C001861,M00385,15000,2023-01-12
C001862,M00386,5000,2023-03-03
C001863,M00386,5000,2023-02-04
C001864,M00386,20000,2024-03-31
C001865,M00386,5000,2024-05-16
C001866,M00387,5000,2023-05-13
C001867,M00387,20000,2023-03-27
C001868,M00387,20000,2023-11-20
C001869,M00387,10000,2024-05-30
C001870,M00387,15000,2023-06-24
C001871,M00387,5000,2023-01-21
C001872,M00388,20000,2023-02-18
C001873,M00389,5000,2023-02-11
C001874,M00389,5000,2024-05-21
C001875,M00389,10000,2023-09-22
C001876,M00389,5000,2023-10-19
C001877,M00389,20000,2024-04-08
C001878,M00389,15000,2023-04-07
C001879,M00389,10000,2023-04-05
C001880,M00390,5000,2023-03-15
C001881,M00390,15000,2023-09-11
C001882,M00390,10000,2023-11-28
C001883,M00390,20000,2023-12-11
C001884,M00390,10000,2024-03-30
C001885,M00390,5000,2023-04-25
C001886,M00391,5000,2023-06-16
C001887,M00391,20000,2024-02-07
C001888,M00391,20000,2024-02-13
C001889,M00391,15000,2023-10-01
C001890,M00391,5000,2024-01-08
C001891,M00391,5000,2023-02-08
C001892,M00391,5000,2023-11-20
C001893,M00391,5000,2024-02-18
C001894,M00392,10000,2023-07-23
C001895,M00392,5000,2024-04-30
C001896,M00392,5000,2024-03-21
C001897,M00393,10000,2023-07-27
C001898,M00393,10000,2023-11-03
C001899,M00393,5000,2023-11-14
C001900,M00393,10000,2024-01-13
C001901,M00393,15000,2023-07-10
C001902,M00394,15000,2024-01-11
C001903,M00394,10000,2023-04-09
C001904,M00394,20000,2023-02-03
C001905,M00394,10000,2023-06-20
C001906,M00394,5000,2023-02-28
C001907,M00395,10000,2024-02-07
C001908,M00395,15000,2023-12-15
C001909,M00395,10000,2024-06-23
C001910,M00395,20000,2023-10-09
C001911,M00395,5000,2023-01-08
C001912,M00396,15000,2023-09-06
C001913,M00396,5000,2023-03-24
C001914,M00397,15000,2023-01-10
C001915,M00397,10000,2023-11-12
C001916,M00397,10000,2023-09-30
C001917,M00397,10000,2023-07-29
C001918,M00397,20000,2024-04-08
C001919,M00398,5000,2023-01-18
C001920,M00398,10000,2024-06-08
C001921,M00398,10000,2023-12-12
C001922,M00398,5000,2024-03-23
C001923,M00399,5000,2023-03-21
C001924,M00399,20000,2024-02-17
C001925,M00400,15000,2023-12-31
C001926,M00400,5000,2023-09-28
C001927,M00400,15000,2024-04-18
C001928,M00400,10000,2024-06-20
C001929,M00400,15000,2023-02-28
C001930,M00400,15000,2023-03-27
C001931,M00400,20000,2024-01-25
C001932,M00400,15000,2023-05-29
C001933,M00401,20000,2023-07-03
C001934,M00401,5000,2023-11-18
C001935,M00401,10000,2023-11-14
C001936,M00401,5000,2024-02-03
C001937,M00401,5000,2023-10-20
C001938,M00401,15000,2024-04-29
C001939,M00401,15000,2024-03-22
C001940,M00402,20000,2023-06-03
C001941,M00402,5000,2024-02-28
C001942,M00402,20000,2024-06-03
C001943,M00402,20000,2024-01-08
C001944,M00403,20000,2023-06-16
C001945,M00403,20000,2023-12-23
C001946,M00403,15000,2023-08-21
C001947,M00403,10000,2023-07-01
C001948,M00404,15000,2023-11-26
C001949,M00404,15000,2023-07-03
C001950,M00405,15000,2023-01-19
C001951,M00405,15000,2024-05-13
C001952,M00405,20000,2024-06-08
C001953,M00406,10000,2023-05-20
C001954,M00406,5000,2023-06-27
C001955,M00406,10000,2023-05-17
C001956,M00406,15000,2023-12-08
C001957,M00407,10000,2024-04-19
C001958,M00407,15000,2024-05-06
C001959,M00407,20000,2023-12-13
C001960,M00407,5000,2024-05-01
C001961,M00407,20000,2024-01-17
C001962,M00407,5000,2023-03-13
C001963,M00407,5000,2024-01-01
C001964,M00407,5000,2023-04-04
C001965,M00407,5000,2023-12-05
C001966,M00407,20000,2023-12-02
C001967,M00407,5000,2024-05-06
C001968,M00407,15000,2023-02-09
C001969,M00408,10000,2023-06-19
C001970,M00408,20000,2024-05-25
C001971,M00408,5000,2024-04-03
C001972,M00409,20000,2024-02-22
C001973,M00409,20000,2024-02-02
C001974,M00409,5000,2023-04-26
C001975,M00409,5000,2023-09-13
C001976,M00409,10000,2023-05-08
C001977,M00409,5000,2023-08-23
C001978,M00409,5000,2023-06-30
C001979,M00409,15000,2024-03-29
C001980,M00409,5000,2023-01-24
C001981,M00410,5000,2024-02-25
C001982,M00411,15000,2024-04-10
C001983,M00411,10000,2023-08-30
C001984,M00411,15000,2023-08-15
C001985,M00411,15000,2023-03-13
C001986,M00411,5000,2024-06-13
C001987,M00411,20000,2023-02-14
C001988,M00412,5000,2023-05-15
C001989,M00412,15000,2023-10-07
C001990,M00412,5000,2024-01-06
C001991,M00412,15000,2023-04-22
C001992,M00412,20000,2023-08-09
C001993,M00412,15000,2023-10-31
C001994,M00412,5000,2023-11-21
C001995,M00413,10000,2024-05-06
C001996,M00413,20000,2024-01-20
C001997,M00413,15000,2023-10-27
C001998,M00413,15000,2023-11-04
C001999,M00413,20000,2023-09-09
C002000,M00413,5000,2023-07-27
C002001,M00413,20000,2023-05-11
C002002,M00414,20000,2023-07-05
C002003,M00414,15000,2023-02-20
C002004,M00414,5000,2023-01-05
C002005,M00415,5000,2023-01-08
C002006,M00415,20000,2023-02-01
C002007,M00415,10000,2024-06-23
C002008,M00416,5000,2023-12-14
C002009,M00416,5000,2023-08-22
C002010,M00416,10000,2023-02-13
C002011,M00416,20000,2023-05-22
C002012,M00417,20000,2024-02-23
C002013,M00417,5000,2023-01-08
C002014,M00417,5000,2023-08-03
C002015,M00417,10000,2024-05-11
C002016,M00417,10000,2024-05-17
C002017,M00417,10000,2023-09-02
C002018,M00417,15000,2023-11-05
C002019,M00417,15000,2024-01-18
C002020,M00418,20000,2023-01-12
C002021,M00418,15000,2023-08-20
C002022,M00418,5000,2023-10-05
C002023,M00419,15000,2023-01-24
C002024,M00419,15000,2024-06-08
C002025,M00419,5000,2023-06-21
C002026,M00419,20000,2023-11-23
C002027,M00420,5000,2024-02-28
C002028,M00420,10000,2024-04-21
C002029,M00420,5000,2023-06-04
C002030,M00420,20000,2023-03-09
C002031,M00421,10000,2024-04-08
C002032,M00421,5000,2023-09-03
C002033,M00421,10000,2023-07-06
C002034,M00421,20000,2024-01-08
C002035,M00422,5000,2024-01-16
C002036,M00422,10000,2023-10-04
C002037,M00422,20000,2023-04-09
C002038,M00422,5000,2024-06-10
C002039,M00422,15000,2024-04-05
C002040,M00422,5000,2023-04-29
C002041,M00423,20000,2023-05-29
C002042,M00423,15000,2023-01-25
C002043,M00423,5000,2024-02-29
C002044,M00423,10000,2023-07-04
C002045,M00423,20000,2024-03-06
C002046,M00424,15000,2023-02-21
C002047,M00424,5000,2024-01-31
C002048,M00424,20000,2024-03-03
C002049,M00424,5000,2023-05-23
C002050,M00424,10000,2023-12-29
C002051,M00424,15000,2023-10-04
C002052,M00424,10000,2023-01-14
C002053,M00424,15000,2024-04-08
C002054,M00425,15000,2023-02-12
C002055,M00425,5000,2023-09-17
C002056,M00425,5000,2023-09-12
C002057,M00425,5000,2023-12-02
C002058,M00425,10000,2024-05-16
C002059,M00425,10000,2023-09-12
C002060,M00426,10000,2024-06-21
C002061,M00426,5000,2023-05-11
C002062,M00426,15000,2023-09-13
C002063,M00426,15000,2023-03-04
C002064,M00426,10000,2024-02-11
C002065,M00427,20000,2023-09-17
C002066,M00427,15000,2023-02-14
C002067,M00427,5000,2023-11-27
C002068,M00427,5000,2023-07-12
C002069,M00428,10000,2024-02-19
C002070,M00428,10000,2023-01-30
C002071,M00429,15000,2023-02-16
C002072,M00429,15000,2023-11-10
C002073,M00429,20000,2024-04-06
C002074,M00429,20000,2024-04-30
C002075,M00429,15000,2024-02-14
C002076,M00430,20000,2023-08-19
C002077,M00430,10000,2023-10-02
C002078,M00430,10000,2023-04-21
C002079,M00430,5000,2023-10-05
C002080,M00430,10000,2024-02-21
C002081,M00430,5000,2023-05-08
C002082,M00430,15000,2023-05-08
C002083,M00430,15000,2024-01-29
C002084,M00430,15000,2024-01-30
C002085,M00431,20000,2023-01-01
C002086,M00431,20000,2023-09-07
C002087,M00431,15000,2023-05-29
C002088,M00431,15000,2023-02-13
C002089,M00431,10000,2023-02-13
C002090,M00431,10000,2023-08-14
C002091,M00432,20000,2023-08-31
C002092,M00432,15000,2024-06-05
C002093,M00432,15000,2023-03-28
C002094,M00432,10000,2023-07-29
C002095,M00432,20000,2024-04-11
C002096,M00432,10000,2023-01-26
C002097,M00432,20000,2023-06-24
C002098,M00433,20000,2024-06-14
C002099,M00433,5000,2023-05-27
C002100,M00434,5000,2023-10-23
C002101,M00434,15000,2023-05-10
C002102,M00434,10000,2023-06-05
C002103,M00434,5000,2023-12-08
C002104,M00434,15000,2023-03-31
C002105,M00434,20000,2024-03-30
C002106,M00434,15000,2023-11-28
C002107,M00434,5000,2023-12-14
C002108,M00434,5000,2023-04-12
C002109,M00434,10000,2024-04-25
C002110,M00435,5000,2023-02-13
C002111,M00435,20000,2023-06-14
C002112,M00435,5000,2023-10-19
C002113,M00435,20000,2023-10-13
C002114,M00435,15000,2024-06-07
C002115,M00435,5000,2023-05-01
C002116,M00435,15000,2023-07-07
C002117,M00435,15000,2023-01-13
C002118,M00435,10000,2023-07-19
C002119,M00435,20000,2024-03-31
C002120,M00435,10000,2023-03-12
C002121,M00436,10000,2024-06-18
C002122,M00436,10000,2024-06-10
C002123,M00437,15000,2023-06-24
C002124,M00437,20000,2024-05-28
C002125,M00437,5000,2024-05-16
C002126,M00437,20000,2023-11-30
C002127,M00438,5000,2023-08-10
C002128,M00438,20000,2023-06-07
C002129,M00438,5000,2023-06-08
C002130,M00438,10000,2023-08-23
C002131,M00438,5000,2024-02-09
C002132,M00439,5000,2023-02-16
C002133,M00439,15000,2024-04-23
C002134,M00440,5000,2023-09-18
C002135,M00440,10000,2023-08-20
C002136,M00440,10000,2024-03-22
C002137,M00440,20000,2023-08-10
C002138,M00441,15000,2024-02-23
C002139,M00441,15000,2023-11-05
C002140,M00441,5000,2023-07-05
C002141,M00441,5000,2024-06-11
C002142,M00442,15000,2024-04-12
C002143,M00442,5000,2023-07-29
C002144,M00442,5000,2023-02-27
C002145,M00442,15000,2023-08-09
C002146,M00443,5000,2023-01-14
C002147,M00443,20000,2023-02-03
C002148,M00443,5000,2023-07-27
C002149,M00443,20000,2023-07-18
C002150,M00443,10000,2023-06-04
C002151,M00444,10000,2024-06-19
C002152,M00444,20000,2023-03-11
C002153,M00444,20000,2023-08-04
C002154,M00444,10000,2023-02-23
C002155,M00444,20000,2023-11-26
C002156,M00444,20000,2023-07-22
C002157,M00445,10000,2023-01-27
C002158,M00445,10000,2023-11-14
C002159,M00445,5000,2024-01-18
C002160,M00445,20000,2023-04-13
C002161,M00446,5000,2024-04-22
C002162,M00446,10000,2024-06-20
C002163,M00446,5000,2024-02-06
C002164,M00446,10000,2024-06-14
C002165,M00446,5000,2023-09-11
C002166,M00447,20000,2023-03-29
C002167,M00447,10000,2024-04-06
C002168,M00447,15000,2024-01-27
C002169,M00447,15000,2024-06-14
C002170,M00448,5000,2024-06-09
C002171,M00448,20000,2023-01-03
C002172,M00448,5000,2024-01-16
C002173,M00448,5000,2024-05-25
C002174,M00448,5000,2023-04-24
C002175,M00448,15000,2024-05-01
C002176,M00449,10000,2024-01-11
C002177,M00449,20000,2024-01-25
C002178,M00449,15000,2023-08-05
C002179,M00449,20000,2023-09-17
C002180,M00449,20000,2023-11-16
C002181,M00449,10000,2024-04-22
C002182,M00449,15000,2024-04-19
C002183,M00449,20000,2023-08-19
C002184,M00449,15000,2024-06-04
C002185,M00450,15000,2024-03-09
C002186,M00450,10000,2023-03-19
C002187,M00450,20000,2023-10-12
C002188,M00450,5000,2023-05-20
C002189,M00451,10000,2023-05-14
C002190,M00451,10000,2023-04-14
C002191,M00451,5000,2023-04-05
C002192,M00452,5000,2023-10-20
C002193,M00452,5000,2023-09-29
C002194,M00452,15000,2023-06-15
C002195,M00452,10000,2023-03-28
C002196,M00452,20000,2024-05-05
C002197,M00453,20000,2023-06-29
C002198,M00453,20000,2024-06-03
C002199,M00453,15000,2023-08-24
C002200,M00453,20000,2023-08-16
C002201,M00454,15000,2023-05-13
C002202,M00454,20000,2024-06-08
C002203,M00454,20000,2024-05-20
C002204,M00454,10000,2024-04-08
C002205,M00455,10000,2023-09-20
C002206,M00456,15000,2023-07-20
C002207,M00456,5000,2023-09-07
C002208,M00456,5000,2024-02-13
C002209,M00456,5000,2023-05-05
C002210,M00456,15000,2023-05-17
C002211,M00456,10000,2024-05-10
C002212,M00456,15000,2023-05-30
C002213,M00457,20000,2024-05-06
C002214,M00457,10000,2023-09-09
C002215,M00457,15000,2023-03-18
C002216,M00457,20000,2024-01-27
C002217,M00457,15000,2023-06-22
C002218,M00458,20000,2024-05-23
C002219,M00458,20000,2023-11-15
C002220,M00458,5000,2023-06-17
C002221,M00458,10000,2023-06-29
C002222,M00458,5000,2024-04-24
C002223,M00458,5000,2024-04-04
C002224,M00458,5000,2024-01-04
C002225,M00458,20000,2023-01-17
C002226,M00458,5000,2024-05-11
C002227,M00459,5000,2024-01-20
C002228,M00459,15000,2024-03-29
C002229,M00459,5000,2024-06-01
C002230,M00459,10000,2023-12-16
C002231,M00459,15000,2024-04-27
C002232,M00460,10000,2023-02-26
C002233,M00460,20000,2023-07-15
C002234,M00460,15000,2023-03-03
C002235,M00460,5000,2023-04-22
C002236,M00461,5000,2024-06-14
C002237,M00461,20000,2023-11-13
C002238,M00462,10000,2023-10-01
C002239,M00462,5000,2023-06-21
C002240,M00462,5000,2023-01-26
C002241,M00462,20000,2024-04-20
C002242,M00462,10000,2023-01-26
C002243,M00462,10000,2023-09-21
C002244,M00462,20000,2024-04-06
C002245,M00463,20000,2023-02-22
C002246,M00463,20000,2024-04-20
C002247,M00463,20000,2023-01-16
C002248,M00463,10000,2024-05-01
C002249,M00463,5000,2024-05-16
C002250,M00464,20000,2024-01-06
C002251,M00464,20000,2023-10-17
C002252,M00464,15000,2023-09-25
C002253,M00464,5000,2023-09-12
C002254,M00464,5000,2024-01-12
C002255,M00465,5000,2023-04-28
C002256,M00465,20000,2024-03-19
C002257,M00465,20000,2024-06-16
C002258,M00465,10000,2023-05-04
C002259,M00465,10000,2023-10-04
C002260,M00466,15000,2023-12-17
C002261,M00466,10000,2023-06-16
C002262,M00466,20000,2024-05-28
C002263,M00466,5000,2024-02-05
C002264,M00466,5000,2023-11-22
C002265,M00466,10000,2023-09-04
C002266,M00466,20000,2023-04-03
C002267,M00466,15000,2023-11-17
C002268,M00467,20000,2023-01-17
C002269,M00467,20000,2023-05-13
C002270,M00467,20000,2024-03-05
C002271,M00467,20000,2023-06-23
C002272,M00467,15000,2023-04-07
C002273,M00467,15000,2023-06-03
C002274,M00467,20000,2023-08-30
C002275,M00467,15000,2023-10-12
C002276,M00467,20000,2024-02-06
C002277,M00467,10000,2023-03-01
C002278,M00467,5000,2024-01-05
C002279,M00467,10000,2023-06-01
C002280,M00468,20000,2023-12-19
C002281,M00468,20000,2023-06-22
C002282,M00468,5000,2023-09-18
C002283,M00468,5000,2023-05-04
C002284,M00468,5000,2023-06-11
C002285,M00468,10000,2024-03-29
C002286,M00469,5000,2023-11-24
C002287,M00469,5000,2023-12-31
C002288,M00469,15000,2024-04-28
C002289,M00469,20000,2023-01-24
C002290,M00469,15000,2023-03-03
C002291,M00470,5000,2024-05-29
C002292,M00470,5000,2024-02-19
C002293,M00470,10000,2023-04-28
C002294,M00470,20000,2023-07-28
C002295,M00470,5000,2023-02-03
C002296,M00471,20000,2023-03-30
C002297,M00471,20000,2023-02-16
C002298,M00472,20000,2023-11-14
C002299,M00472,15000,2023-06-25
C002300,M00472,15000,2023-12-17
C002301,M00472,20000,2024-02-02
C002302,M00473,10000,2023-11-21
C002303,M00473,5000,2024-05-03
C002304,M00473,20000,2024-02-01
C002305,M00473,15000,2023-12-21
C002306,M00473,15000,2023-10-15
C002307,M00473,15000,2024-06-19
C002308,M00474,10000,2023-01-11
C002309,M00474,20000,2023-09-13
C002310,M00474,10000,2024-02-13
C002311,M00474,15000,2023-09-16
C002312,M00475,15000,2024-01-15
C002313,M00475,20000,2023-10-04
C002314,M00475,10000,2023-01-13
C002315,M00475,15000,2023-02-04
C002316,M00476,15000,2023-10-06
C002317,M00476,20000,2023-04-21
C002318,M00476,10000,2024-03-06
C002319,M00476,10000,2023-04-25
C002320,M00476,10000,2023-07-31
C002321,M00476,5000,2024-06-22
C002322,M00477,15000,2023-05-08
C002323,M00477,20000,2024-06-06
C002324,M00477,20000,2023-11-21
C002325,M00477,10000,2024-05-20
C002326,M00477,10000,2023-02-19
C002327,M00478,15000,2023-09-30
C002328,M00478,20000,2023-12-15
